文件名,方块ID 中文名,匹配方式
conveyorbelt_co.png,150719 铜制传送带,贴图列精确
conveyorbelt_co_mix.png,150719 铜制传送带,贴图列+_mix
conveyorbelt_ir.png,150720 铁制传送带,贴图列精确
conveyorbelt_ir_mix.png,150720 铁制传送带,贴图列+_mix
cookingstation.png,200109 烹饪台,贴图列精确
cookingstation_mix.png,200109 烹饪台,贴图列+_mix
cookingstation_on.png,200109 烹饪台,贴图列+_on
cookingstation_on_emi.png,200109 烹饪台,贴图列+_on
cookingstation_on_mix.png,200109 烹饪台,贴图列+_on
coppercrafttable.png,824 不完整工匠台,贴图列精确
coppercrafttable_emi.png,824 不完整工匠台,贴图列+_emi
copy_range_line.png,,
coral.png,,
coralseedling_1.png,485 珊瑚幼体,贴图列+_1
coralseedling_1_emi.png,485 珊瑚幼体,贴图列+_1
coralseedling_2.png,485 珊瑚幼体,贴图列+_2
coralseedling_2_emi.png,485 珊瑚幼体,贴图列+_2
coralseedling_3.png,485 珊瑚幼体,贴图列+_3
coralseedling_3_emi.png,485 珊瑚幼体,贴图列+_3
coralseedling_4.png,485 珊瑚幼体,贴图列+_4
coralseedling_4_emi.png,485 珊瑚幼体,贴图列+_4
coralseedling_mix.png,485 珊瑚幼体,贴图列+_mix
core_sacredtree_fruit.png,593 神圣树浆,贴图列+_fruit
core_sacredtree_fruit_emi.png,593 神圣树浆,贴图列+_fruit
core_sacredtree_jelly.png,593 神圣树浆,贴图列精确
core_sacredtree_jelly_emi.png,593 神圣树浆,贴图列+_emi
corn.png,229 玉米,贴图列精确
corn_mix.png,229 玉米,贴图列+_mix
corn_stack.png,229 玉米,贴图列+_stack
corn_stack_mix.png,229 玉米,贴图列+_stack
corrosion_ritual_circle.png,201760 蚀化召唤阵,贴图列精确
corrosion_ritual_circle_emi.png,201760 蚀化召唤阵,贴图列+_emi
corruptedfadedgrass.png,381 腐化败草,贴图列精确
cosmic_rock_block.png,116 萌眼星石块; 137 萌眼星土坑,贴图列精确
cosmic_rock_block_mix.png,116 萌眼星石块; 137 萌眼星土坑,贴图列+_mix
cosmicburyland_dry.png,137 萌眼星土坑,贴图列+_dry
cosmicburyland_dry_mix.png,137 萌眼星土坑,贴图列+_dry
cosmicburyland_side_dry.png,137 萌眼星土坑,贴图列+_side
cosmicburyland_side_dry_mix.png,137 萌眼星土坑,贴图列+_side
cosmicburyland_side_wet.png,137 萌眼星土坑,贴图列+_side
cosmicburyland_side_wet_mix.png,137 萌眼星土坑,贴图列+_side
cosmicburyland_wet.png,137 萌眼星土坑,贴图列+_wet
cosmicburyland_wet_mix.png,137 萌眼星土坑,贴图列+_wet
cosmiccloud.png,118 萌眼星云团; 150745 铝钻头; 150750 铝推手; 150752 铝拉手,贴图列精确
cosmiccloud_mix.png,118 萌眼星云团; 150745 铝钻头; 150750 铝推手; 150752 铝拉手,贴图列+_mix
cosmicgrass_side.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_245a0a.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_26542d.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_2c304c.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_2d5128.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_2e4c2d.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_2e5a18.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_326815.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_343350.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_383f6d.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_397d2b.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_3a6a5c.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_3a8c27.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_3b4a71.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_3c6e60.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_3d9300.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_46a922.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_4969ab.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_4b6394.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_4c5b43.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_4e5378.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_506c8f.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_527b1b.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_535946.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_55a3de.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_568c2e.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_585982.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_5885a1.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_5a7fac.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_5d7e1b.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_5e6d9d.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_656755.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_674896.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_6c6fad.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_6c89ad.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_715a81.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_726879.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_83b981.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_84b97b.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_8859c0.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_94591d.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_9b5448.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_9fd29f.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_a05c13.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_b2a889.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_b665e5.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_b73f20.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_cb5f4e.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_d6daff.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_d7c250.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ec98ff.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ff5d57.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ff742b.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ffbd4e.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ffc875.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_ffce95.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_fffaeb.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_mix.png,117 萌眼星草块,贴图列+_side
cosmicgrass_side_overlay.png,117 萌眼星草块,贴图列+_side
cosmicgrass_top.png,117 萌眼星草块,贴图列+_top
cosmicgrass_top_mix.png,117 萌眼星草块,贴图列+_top
cotton.png,,
cotton_colored_1.png,600 棉花块; 601 棉花块; 602 棉花块; 603 棉花块; 616 棉毡; 617 棉毡; 618 棉毡; 619 棉毡; 1900 棉花块; 1904 棉花块; 1908 棉花块; 1912 棉毡; 1916 棉毡; 1920 棉毡,贴图列精确
cotton_colored_1_mix.png,600 棉花块; 601 棉花块; 602 棉花块; 603 棉花块; 616 棉毡; 617 棉毡; 618 棉毡; 619 棉毡; 1900 棉花块; 1904 棉花块; 1908 棉花块; 1912 棉毡; 1916 棉毡; 1920 棉毡,贴图列+_mix
cotton_colored_2.png,604 棉花块; 605 棉花块; 606 棉花块; 607 棉花块; 620 棉毡; 621 棉毡; 622 棉毡; 631 棉毡; 1901 棉花块; 1905 棉花块; 1909 棉花块; 1913 棉毡; 1917 棉毡; 1921 棉毡,贴图列精确
cotton_colored_2_mix.png,604 棉花块; 605 棉花块; 606 棉花块; 607 棉花块; 620 棉毡; 621 棉毡; 622 棉毡; 631 棉毡; 1901 棉花块; 1905 棉花块; 1909 棉花块; 1913 棉毡; 1917 棉毡; 1921 棉毡,贴图列+_mix
cotton_colored_3.png,608 棉花块; 609 棉花块; 610 棉花块; 611 棉花块; 615 棉花块; 624 棉毡; 625 棉毡; 626 棉毡; 627 棉毡; 1902 棉花块; 1906 棉花块; 1910 棉花块; 1914 棉毡; 1918 棉毡; 1922 棉毡,贴图列精确
cotton_colored_3_mix.png,608 棉花块; 609 棉花块; 610 棉花块; 611 棉花块; 615 棉花块; 624 棉毡; 625 棉毡; 626 棉毡; 627 棉毡; 1902 棉花块; 1906 棉花块; 1910 棉花块; 1914 棉毡; 1918 棉毡; 1922 棉毡,贴图列+_mix
cotton_colored_4.png,612 棉花块; 613 棉花块; 614 棉花块; 623 棉毡; 628 棉毡; 629 棉毡; 630 棉毡; 1903 棉花块; 1907 棉花块; 1911 棉花块; 1915 棉毡; 1919 棉毡; 1923 棉毡,贴图列精确
cotton_colored_4_mix.png,612 棉花块; 613 棉花块; 614 棉花块; 623 棉毡; 628 棉毡; 629 棉毡; 630 棉毡; 1903 棉花块; 1907 棉花块; 1911 棉花块; 1915 棉毡; 1919 棉毡; 1923 棉毡,贴图列+_mix
counter_off.png,366 星能计数器,贴图列精确
counter_off_mix.png,366 星能计数器,贴图列+_mix
counter_on.png,366 星能计数器,贴图列+_on
counter_on_emi.png,366 星能计数器,贴图列+_on
counter_on_mix.png,366 星能计数器,贴图列+_on
countrybed.png,201508 田园单人床,贴图列精确
countrybed_mix.png,201508 田园单人床,贴图列+_mix
countrycarpet.png,201513 田园地毯,贴图列精确
countrycarpet_mix.png,201513 田园地毯,贴图列+_mix
countrychair.png,201506 田园木椅,贴图列精确
countrychair_mix.png,201506 田园木椅,贴图列+_mix
countrycurtain.png,201511 白布窗帘,贴图列精确
countrycurtain_mix.png,201511 白布窗帘,贴图列+_mix
countrycushion_blue.png,201528 蓝白坐垫,贴图列精确
countrycushion_mix.png,201507 纯白坐垫; 201528 蓝白坐垫,贴图列+_mix
countrycushion_white.png,201507 纯白坐垫,贴图列精确
countryfireplace.png,201512 田园壁炉,贴图列精确
countryfireplace_mix.png,201512 田园壁炉,贴图列+_mix
countryfloorblock.png,201521 田园地板,贴图列精确
countryfloorblock_mix.png,201521 田园地板,贴图列+_mix
countryflowerpot_blue.png,201529 蓝色花盆,贴图列精确
countryflowerpot_blue_mix.png,201529 蓝色花盆,贴图列+_mix
countryflowerpot_red.png,201530 红色花盆,贴图列精确
countryflowerpot_red_mix.png,201530 红色花盆,贴图列+_mix
countryflowerpot_white.png,201516 白色花盆,贴图列精确
countryflowerpot_white_mix.png,201516 白色花盆,贴图列+_mix
countrygravelroad.png,201515 砖石路,贴图列精确
countrygravelroad_mix.png,201515 砖石路,贴图列+_mix
countryriverside.png,201514 堤岸碎石,贴图列精确
countryriverside_mix.png,201514 堤岸碎石,贴图列+_mix
countryroofblock_orange.png,160047 橙色屋顶块; 201519 橙色斜板屋顶,贴图列精确
countryroofblock_orange_mix.png,160047 橙色屋顶块; 201519 橙色斜板屋顶,贴图列+_mix
countryroofblock_purple.png,160048 紫色屋顶块; 201522 紫色斜板屋顶,贴图列精确
countryroofblock_purple_mix.png,160048 紫色屋顶块; 201522 紫色斜板屋顶,贴图列+_mix
countrystair.png,201505 田园阶梯,贴图列精确
countrystair_mix.png,201505 田园阶梯,贴图列+_mix
countrytable_blue.png,201532 蓝色方桌,贴图列精确
countrytable_green.png,201533 绿色方桌,贴图列精确
countrytable_mix.png,201509 红色方桌; 201531 黄色方桌; 201532 蓝色方桌; 201533 绿色方桌,贴图列+_mix
countrytable_red.png,201509 红色方桌,贴图列精确
countrytable_yellow.png,201531 黄色方桌,贴图列精确
countrytileroof_black.png,201537 黑色瓦片,贴图列精确
countrytileroof_mix.png,201534 橙色瓦片; 201535 红色瓦片; 201536 黄色瓦片; 201537 黑色瓦片,贴图列+_mix
countrytileroof_orange.png,201534 橙色瓦片,贴图列精确
countrytileroof_red.png,201535 红色瓦片,贴图列精确
countrytileroof_yellow.png,201536 黄色瓦片,贴图列精确
countrywallblock_bolang.png,201520 白色波纹墙块,贴图列精确
countrywallblock_bolang_mix.png,201520 白色波纹墙块,贴图列+_mix
countrywallblock_bolanghua.png,201523 白色花点墙块,贴图列精确
countrywallblock_bolanghua_mix.png,201523 白色花点墙块,贴图列+_mix
countrywallblock_fenhua.png,201524 白色粉花点墙块,贴图列精确
countrywallblock_fenhua_mix.png,201524 白色粉花点墙块,贴图列+_mix
countrywallblock_huanghua.png,201525 白色黄花点墙块,贴图列精确
countrywallblock_huanghua_mix.png,201525 白色黄花点墙块,贴图列+_mix
countrywallblock_lvling.png,201526 白色绿菱墙块,贴图列精确
countrywallblock_lvling_mix.png,201526 白色绿菱墙块,贴图列+_mix
countrywallblock_ziling.png,201527 白色紫菱墙块,贴图列精确
countrywallblock_ziling_mix.png,201527 白色紫菱墙块,贴图列+_mix
countrywalllamp.png,201510 田园壁灯,贴图列精确
countrywalllamp_mix.png,201510 田园壁灯,贴图列+_mix
countrywindow.png,201504 田园装饰窗,贴图列精确
countrywindow_mix.png,201504 田园装饰窗,贴图列+_mix
cow_dung.png,150932 牛粪,贴图列精确
cow_dung_mix.png,150932 牛粪,贴图列+_mix
cowstool.png,201639 奶牛凳子,贴图列精确
cowstool_mix.png,201639 奶牛凳子,贴图列+_mix
crystal_256_blue.png,,
crystal_256_green.png,,
crystal_256_red.png,,
crystal_torch.png,182 凝能晶小火炬,贴图列精确
crystalmarrowflower.png,201919 晶髓花簇,贴图列精确
crystalmarrowflower_emi.png,201919 晶髓花簇,贴图列+_emi
crystalmarrowflower_mix.png,201919 晶髓花簇,贴图列+_mix
cubby.png,201644 置物格,贴图列精确
cubby_mix.png,201644 置物格,贴图列+_mix
cucumber.png,236 青瓜; 1525 野萝卜,贴图列精确
cucumber_s0.png,236 青瓜; 1525 野萝卜,贴图列+_s0
cucumber_s1.png,236 青瓜; 1525 野萝卜,贴图列+_s1
cucumber_s2.png,236 青瓜; 1525 野萝卜,贴图列+_s2
cucumber_s3.png,236 青瓜; 1525 野萝卜,贴图列+_s3
cup.png,,
current_divider_off.png,356 星能分流器,贴图列+_off
current_divider_off_mix.png,356 星能分流器,贴图列+_off
current_divider_on.png,356 星能分流器,贴图列精确
current_divider_on_emi.png,356 星能分流器,贴图列+_emi
current_divider_on_mix.png,356 星能分流器,贴图列+_mix
cursestone.png,15 咒岩,贴图列精确
cursestone_activated.png,16 咒岩-激活,贴图列精确
cursestone_activated_emi.png,16 咒岩-激活,贴图列+_emi
cursestone_mix.png,15 咒岩,贴图列+_mix
daisybush_pink_blue.png,150052 蓝粉雏菊丛,贴图列精确
daisybush_pink_white.png,150054 粉色雏菊丛,贴图列精确
daisybush_white_orange.png,150053 橙色雏菊丛,贴图列精确
dandelion.png,150060 蒲公英,贴图列精确
dark_rock.png,200252 神秘的岩石,贴图列精确
dark_rock_brick.png,200252 神秘的岩石,贴图列+_brick
dark_rock_brick1.png,200240 四格暗岩砖,贴图列精确
dark_rock_brick1_mix.png,200240 四格暗岩砖,贴图列+_mix
dark_rock_brick_mix.png,200252 神秘的岩石,贴图列+_brick
dark_rock_mix.png,200252 神秘的岩石,贴图列+_mix
dark_rock_patterned_brick.png,200252 神秘的岩石,贴图列+_patterned
dark_sand_block.png,,
dark_sand_block_mix.png,,
darkicecrystalmushroom.png,150008 无光冰晶喷菇,贴图列精确
darkicecrystalmushroom_emi.png,150008 无光冰晶喷菇,贴图列+_emi
darkicecrystalmushroom_mix.png,150008 无光冰晶喷菇,贴图列+_mix
darkmetalfence.png,200250 暗影铁栏,贴图列精确
darkmetalfence_mix.png,200250 暗影铁栏,贴图列+_mix
darkmetalfencegate.png,201766 暗影铁栏门,贴图列精确
darkmetalfencegate_mix.png,201766 暗影铁栏门,贴图列+_mix
deadbubblecoral.png,489 白化气泡珊瑚,贴图列精确
deadbush.png,225 枯草,贴图列精确
deaddisccoral.png,491 白化圆盘珊瑚,贴图列精确
deadhorncoral.png,487 白化角珊瑚,贴图列精确
deadhorncoral_mix.png,487 白化角珊瑚,贴图列+_mix
deadthicket1.png,763 枯灌木丛,贴图列+1
deadtreecoral.png,493 白化树珊瑚,贴图列精确
default.png,,
delayer_off.png,357 星能延时器,贴图列精确
delayer_off_mix.png,357 星能延时器,贴图列+_mix
delayer_on.png,357 星能延时器,贴图列+_on
delayer_on_emi.png,357 星能延时器,贴图列+_on
delayer_on_mix.png,357 星能延时器,贴图列+_on
delayer_switch1.png,357 星能延时器,贴图列+_switch1
delayer_switch1_emi.png,357 星能延时器,贴图列+_switch1
delayer_switch1_mix.png,357 星能延时器,贴图列+_switch1
delayer_switch2.png,357 星能延时器,贴图列+_switch2
delayer_switch2_emi.png,357 星能延时器,贴图列+_switch2
delayer_switch3.png,357 星能延时器,贴图列+_switch3
delayer_switch3_emi.png,357 星能延时器,贴图列+_switch3
delayer_switch4.png,357 星能延时器,贴图列+_switch4
delayer_switch4_emi.png,357 星能延时器,贴图列+_switch4
delayer_switch5.png,357 星能延时器,贴图列+_switch5
delayer_switch5_emi.png,357 星能延时器,贴图列+_switch5
delayer_switch6.png,357 星能延时器,贴图列+_switch6
delayer_switch7.png,357 星能延时器,贴图列+_switch7
delayer_switch7_emi.png,357 星能延时器,贴图列+_switch7
desertvillagetotem.png,201015 沙漠部落图腾,贴图列精确
desertvillagetotem_mix.png,201015 沙漠部落图腾,贴图列+_mix
destroy_s0.png,,
destroy_s1.png,,
destroy_s2.png,,
destroy_s3.png,,
destroy_s4.png,,
destroy_s5.png,,
destroy_s6.png,,
destroy_s7.png,,
destroy_s8.png,,
destroy_s9.png,,
detection_pipe.png,371 检测管道,贴图列精确
detection_pipe_green.png,371 检测管道,贴图列+_green
detection_pipe_red.png,371 检测管道,贴图列精确
detection_pipe_red_emi.png,371 检测管道,贴图列+_emi
detection_pipe_red_mix.png,371 检测管道,贴图列+_mix
dinas.png,1150 生物模型方块,贴图列精确
direction.png,,
directionarrow.png,1011 前进路径牌-公共; 1026 前进路径牌-1队; 1027 前进路径牌-2队; 1028 前进路径牌-3队; 1029 前进路径牌-4队; 1030 前进路径牌-5队; 1031 前进路径牌-6队,贴图列精确
directionarrow0.png,1011 前进路径牌-公共,贴图列精确
directionarrow1.png,1026 前进路径牌-1队,贴图列精确
directionarrow1_mix.png,1026 前进路径牌-1队,贴图列+_mix
directionarrow2.png,1027 前进路径牌-2队,贴图列精确
directionarrow3.png,1028 前进路径牌-3队,贴图列精确
directionarrow4.png,1029 前进路径牌-4队,贴图列精确
directionarrow5.png,1030 前进路径牌-5队,贴图列精确
directionarrow6.png,1031 前进路径牌-6队,贴图列精确
dirt.png,101 土块; 102 耕地; 103 土坑,贴图列精确
dirt_mix.png,101 土块; 102 耕地; 103 土坑,贴图列+_mix
disccoral.png,490 圆盘珊瑚; 491 白化圆盘珊瑚,贴图列精确
disccoral_1.png,490 圆盘珊瑚; 491 白化圆盘珊瑚,贴图列+_1
disccoral_1_emi.png,490 圆盘珊瑚; 491 白化圆盘珊瑚,贴图列+_1
disccoral_2.png,490 圆盘珊瑚; 491 白化圆盘珊瑚,贴图列+_2
disccoral_2_emi.png,490 圆盘珊瑚; 491 白化圆盘珊瑚,贴图列+_2
displaycase.png,930 展示架,贴图列精确
displaycase_grass.png,930 展示架,贴图列+_grass
displaycase_grass_mix.png,930 展示架,贴图列+_grass
displaycase_mix.png,930 展示架,贴图列+_mix
distance_line.png,,
doll.png,,
domesticbroom.png,201018 陈旧的扫把,贴图列精确
domesticbroom_mix.png,201018 陈旧的扫把,贴图列+_mix
door_birch_lower.png,856 象牙白门,贴图列+_lower
door_birch_upper.png,856 象牙白门,贴图列+_upper
door_cathaya_lower.png,860 秋叶橙木门,贴图列+_lower
door_cathaya_upper.png,860 秋叶橙木门,贴图列+_upper
door_fruittree_lower.png,859 琥珀黄门,贴图列+_lower
door_fruittree_upper.png,859 琥珀黄门,贴图列+_upper
door_gold_lower.png,857 炽炎门,贴图列+_lower
door_gold_upper.png,857 炽炎门,贴图列+_upper
door_mithsilver.png,814 铁门,贴图列精确
door_mithsilver_lower.png,814 铁门,贴图列+_lower
door_mithsilver_mix.png,814 铁门,贴图列+_mix
door_mithsilver_upper.png,814 铁门,贴图列+_upper
door_old_lower.png,1111 锈铁门,贴图列+_lower
door_old_upper.png,1111 锈铁门,贴图列+_upper
door_password_lower.png,,
door_password_upper.png,,
door_phoebe_lower.png,854 落日橙门,贴图列+_lower
door_phoebe_upper.png,854 落日橙门,贴图列+_upper
door_redwood_lower.png,858 海棠红门,贴图列+_lower
door_redwood_lower_cn_lower.png,390027 [水墨]深色中式门,贴图列+_lower
door_redwood_lower_cn_upper.png,390027 [水墨]深色中式门,贴图列+_upper
door_redwood_upper.png,858 海棠红门,贴图列+_upper
door_redwood_upper_cn.png,858 海棠红门,贴图列+_upper
door_walnut_lower.png,855 深栗红门,贴图列+_lower
door_walnut_upper.png,855 深栗红门,贴图列+_upper
door_white_lower.png,1101 实验室门,贴图列+_lower
door_white_upper.png,1101 实验室门,贴图列+_upper
door_wood_lower.png,812 轻木门,贴图列+_lower
door_wood_upper.png,812 轻木门,贴图列+_upper
dragon fruit.png,,
dragonbrick.png,683 龙纹石块,贴图列精确
dragonbrick_mix.png,683 龙纹石块,贴图列+_mix
dragoncup.png,732 黑龙雕像,贴图列精确
dragoncup1.png,742 混乱雕像,贴图列精确
dragoncup1_emi.png,742 混乱雕像,贴图列+_emi
dragoncup1_mix.png,742 混乱雕像,贴图列+_mix
dragoncup2.png,746 熔岩雕像,贴图列精确
dragoncup2_emi.png,746 熔岩雕像,贴图列+_emi
dragoncup2_mix.png,746 熔岩雕像,贴图列+_mix
dragoncup_mix.png,732 黑龙雕像,贴图列+_mix
dragonegg_ancent.png,765 远古之石,贴图列精确
dragonegg_ancent_mix.png,765 远古之石,贴图列+_mix
dragonegg_chaos.png,741 混乱之石,贴图列精确
dragonegg_chaos_mix.png,741 混乱之石,贴图列+_mix
dragonegg_lava.png,740 熔岩之石,贴图列精确
dragonegg_lava_mix.png,740 熔岩之石,贴图列+_mix
dragonflower.png,303 龙血花; 434 龙血花种子; 1454 龙血花; 1498 龙血花（苗）,贴图列精确
dragonflower_middle.png,303 龙血花; 434 龙血花种子; 1454 龙血花; 1498 龙血花（苗）,贴图列+_middle
dragonflower_seed.png,303 龙血花; 434 龙血花种子; 1454 龙血花; 1498 龙血花（苗）,贴图列+_seed
dragonfruit.png,1540 火龙果,贴图列精确
dragongrass.png,305 龙爪草; 436 龙爪草种子,贴图列精确
dragongrass_middle.png,305 龙爪草; 436 龙爪草种子,贴图列+_middle
dragongrass_seed.png,305 龙爪草; 436 龙爪草种子,贴图列+_seed
dragontree.png,306 龙血树; 437 龙血树种子; 200401 虚空龙血树,贴图列精确
dragontree_middle.png,306 龙血树; 437 龙血树种子; 200401 虚空龙血树,贴图列+_middle
dragontree_mix.png,306 龙血树; 437 龙血树种子; 200401 虚空龙血树,贴图列+_mix
dragontree_seed.png,306 龙血树; 437 龙血树种子; 200401 虚空龙血树,贴图列+_seed
drift_bottle.png,26 漂流瓶,贴图列精确
drift_bottlegrass.png,,
driverseat.png,1084 驾驶座,贴图列精确
driverseat_mix.png,1084 驾驶座,贴图列+_mix
drysoil.png,119 旱土,贴图列精确
drysoil_mix.png,119 旱土,贴图列+_mix
duckweed.png,150067 浮萍,贴图列精确
dukui.png,228 独葵,贴图列精确
dukui_emi.png,228 独葵,贴图列+_emi
dunhuang_painting1.png,1752 九色鹿王壁画,贴图列精确
dunhuang_painting2.png,1751 飞天女壁画,贴图列精确
dunhuang_painting3.png,1750 莲花壁画,贴图列精确
dunhuang_sculpture1.png,1749 敦煌飞天雕塑,贴图列精确
dunhuang_sculpture2.png,1747 骆驼雕塑,贴图列精确
dunhuang_sculpture3.png,1748 敦煌石窟,贴图列精确
earthstar.png,1520 小地星,贴图列精确
electric_block.png,,
electric_block_emi.png,,
electric_ore.png,,
electric_ore_emi.png,,
electric_resistance_on.png,365 星能阻隔器,贴图列精确
electric_resistance_on_emi.png,365 星能阻隔器,贴图列+_emi
electric_resistance_on_mix.png,365 星能阻隔器,贴图列+_mix
electric_torch_off.png,,
electric_torch_on.png,,
electric_torch_on_emi.png,,
emitter.png,717 发射装置,贴图列精确
emitter1.png,720 投掷发射装置,贴图列精确
emitter_base.png,200002 手动发射器,贴图列精确
emitter_base_mix.png,200002 手动发射器,贴图列+_mix
enclosure_birch.png,552 象牙白细围栏,贴图列精确
enclosure_birch_mix.png,552 象牙白细围栏,贴图列+_mix
energy_beam.png,352 星能光束器,贴图列精确
energy_beam_off.png,352 星能光束器,贴图列+_off
energy_beam_off_mix.png,352 星能光束器,贴图列+_off
energy_beam_on.png,352 星能光束器,贴图列+_on
energy_beam_on_emi.png,352 星能光束器,贴图列+_on
energy_beam_on_mix.png,352 星能光束器,贴图列+_on
engine.png,1088 引擎（测试）; 1089 燃料引擎; 1090 无限引擎,贴图列精确
engine_emi.png,1088 引擎（测试）; 1089 燃料引擎; 1090 无限引擎,贴图列+_emi
engine_mix.png,1088 引擎（测试）; 1089 燃料引擎; 1090 无限引擎,贴图列+_mix
engraving_block.png,8 雕纹砖块,贴图列精确
engraving_block_emi.png,8 雕纹砖块,贴图列+_emi
eternal_ice.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列精确
eternal_ice_emi.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_emi
eternal_ice_mix.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_mix
eternal_ice_snow_down_more.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
